id	filename	md5	size	state
12b5a479-e77a-4249-ac7e-af12fba5b788	12b5a479-e77a-4249-ac7e-af12fba5b788/b57f69a6-91ca-4131-a654-5495f6dd1131.htseq.counts.gz	38641126ab0abdfb41126d673fb916fa	249759	validated
3526ceee-b8c4-4392-bfed-749aa48722ab	3526ceee-b8c4-4392-bfed-749aa48722ab/5e2b0dc5-c09b-4334-9f2f-c8e75380d45c.htseq.counts.gz	81c9735cc5992363f00b414711ba3152	249298	validated
3d2b5bb1-4a7b-4882-a1e3-2bea19a34fcf	3d2b5bb1-4a7b-4882-a1e3-2bea19a34fcf/acfd3fa0-7112-4ea3-8f81-0cdf19e81b8c.mirbase21.isoforms.quantification.txt	b261d0c79d4c495d77fe7a4c1930a4ee	420918	validated
3e062580-633f-4979-a642-c78a6d10c023	3e062580-633f-4979-a642-c78a6d10c023/5e2b0dc5-c09b-4334-9f2f-c8e75380d45c.FPKM.txt.gz	27b8f6cf6ce257869b6140c9a8f6f208	506480	validated
75c81e25-e2a6-48ed-a549-a3da34d1b294	75c81e25-e2a6-48ed-a549-a3da34d1b294/acfd3fa0-7112-4ea3-8f81-0cdf19e81b8c.mirbase21.mirnas.quantification.txt	714ad6ed130fa0e0b04ae8c0e24cc6aa	50300	validated
97590171-207e-477e-afcb-8fc207ce52c3	97590171-207e-477e-afcb-8fc207ce52c3/b57f69a6-91ca-4131-a654-5495f6dd1131.FPKM-UQ.txt.gz	c826e07bafddb79b86d91a95d3b8f42e	510331	validated
9f046af2-9609-4f5b-95bd-a8c87076e2bf	9f046af2-9609-4f5b-95bd-a8c87076e2bf/5e2b0dc5-c09b-4334-9f2f-c8e75380d45c.FPKM-UQ.txt.gz	a01c092b9d942c856c2562947e523726	508650	validated
c8b04815-841c-4ddc-b4b0-553f3ee97d35	c8b04815-841c-4ddc-b4b0-553f3ee97d35/b57f69a6-91ca-4131-a654-5495f6dd1131.FPKM.txt.gz	efbee58def386469d41c6e66f3383444	508311	validated
