cases.0.samples.0.sample_id	cases.0.samples.0.submitter_id	cases.0.submitter_id	file_name	id
fcb9c424-9c79-4676-9d43-c1bcf63c3eb9	TCGA-DC-4745-01A	TCGA-DC-4745	afdad23b-73a0-4cc2-8fa7-692d8f0908f8.FPKM-UQ.txt.gz	c0a24540-8121-4cfc-8def-d5723156dc84
dc23bafb-2cfb-4c1b-9e66-b9cab22ae855	TCGA-AZ-6601-01A	TCGA-AZ-6601	c3f9ba64-6946-45d4-984d-b33ef2589603.FPKM-UQ.txt.gz	545a99f3-8756-4773-8888-d76c1dbd033a
0d1b5f70-169a-415f-93f3-efe0ccc0e4c7	TCGA-CM-6165-01A	TCGA-CM-6165	020aa019-a3a4-4055-92ee-be824a597501.FPKM.txt.gz	48c89ece-42f8-4455-9dd3-4c55f0a9021f
25d55cf4-625f-485f-85aa-87adb72e685b	TCGA-AZ-6606-01A	TCGA-AZ-6606	4cf333ec-bd88-4349-9c72-ee06d32e8cd2.FPKM-UQ.txt.gz	6b559522-e390-40cb-9f61-f55c86bade1b
81505915-6c01-4299-ae89-964dc20d93cb	TCGA-A6-2671-01A	TCGA-A6-2671	d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM-UQ.txt.gz	e09d2391-532d-4794-8abe-436b874a4ef8
4f4d9529-09e0-4a0d-8a9f-0060b643444d	TCGA-G4-6294-01A	TCGA-G4-6294	00106523-5b1d-44ad-a9f1-7d84db08722c.FPKM.txt.gz	b4803332-4f6f-4fb8-87c9-1e3da4c76cce
32fc9332-a9fd-47f6-9dee-6413e58e8cce	TCGA-A6-6137-01A	TCGA-A6-6137	0cb305a5-d4a7-4eb8-8e8e-d11a5ebc3e0f.FPKM-UQ.txt.gz	de4a6c38-d240-4bf1-ac94-07188fed9f2e
198cf746-6749-487f-a097-dd098a70949c	TCGA-CK-4950-01A	TCGA-CK-4950	28004569-048d-4f8c-99aa-7a8c69a98dcc.htseq.counts.gz	02734d4d-fc8f-4ef7-ac82-1b4d7184cc5e
63291336-7277-4b3c-9ca6-658636bce3ad	TCGA-AF-6672-01A	TCGA-AF-6672	b8b7ab76-be8a-4bfb-a931-b9767af9cd1d.FPKM.txt.gz	3990bcb9-0cd8-4ea7-94e8-d603912fa248
3d94ac12-8ca5-4894-b56f-56ff0102053b	TCGA-AG-4022-01A	TCGA-AG-4022	245b64cc-ee6c-403b-becf-77e558253fcf.FPKM.txt.gz	97f9d55d-4364-4567-be65-3a17151b7fa7
63291336-7277-4b3c-9ca6-658636bce3ad	TCGA-AF-6672-01A	TCGA-AF-6672	b8b7ab76-be8a-4bfb-a931-b9767af9cd1d.htseq.counts.gz	0aa73120-49bb-4ebd-8cff-1680aaeacc1f
af0b8dea-5c72-4711-be97-858ab61ea76d	TCGA-AF-A56L-01A	TCGA-AF-A56L	7b9444ad-b7fb-4032-9109-8c2b7ab160a6.FPKM.txt.gz	fcef199e-f28a-4bfc-9730-bf46c84d82cf
3d94ac12-8ca5-4894-b56f-56ff0102053b	TCGA-AG-4022-01A	TCGA-AG-4022	245b64cc-ee6c-403b-becf-77e558253fcf.htseq.counts.gz	47079154-021a-4edf-aa4f-6f339d0dc9cd
6839316d-c22d-49a3-ad47-91584d584e83	TCGA-CI-6621-01A	TCGA-CI-6621	0f5dfd08-9300-4d9a-b9fe-04bf86c9b743.FPKM.txt.gz	3813f155-b324-4020-a68f-48f17a986f50
a2a2cebf-3e82-4f0c-846d-3dcfd10a5628	TCGA-CL-5917-01A	TCGA-CL-5917	7318b77d-4f35-4707-903a-5f23337848be.htseq.counts.gz	915a67a7-72af-4ae8-8e1d-37c1cc96e0d8
2a026fc7-d5fd-4471-b1cb-d1daa31b6443	TCGA-F5-6813-01A	TCGA-F5-6813	fe37ce60-8639-440d-892f-f3ab59f44949.FPKM.txt.gz	31095c96-4f70-4815-b802-9d9ba1ad9c13
c5ac5111-575a-4084-ab76-86e87cc7a9b0	TCGA-DC-6156-01A	TCGA-DC-6156	f042c745-5531-4011-b868-0729d28c1ea8.FPKM.txt.gz	4a5d3382-7f15-40ae-874b-eebf98395a0d
37bb8ce7-6c55-4237-a7ad-adc42e6ff6a8	TCGA-EI-6917-01A	TCGA-EI-6917	8abb55cb-7c9b-484f-9333-bf52deee1ae8.FPKM-UQ.txt.gz	c0fe855c-e0dc-43f5-b909-9569d161dcbb
f52423c2-7780-4470-8e27-5982201ccb83	TCGA-AG-3902-01A	TCGA-AG-3902	3376ed7a-1ebd-4727-9be4-816142268384.htseq.counts.gz	db79c10d-a1b5-465c-bd8d-c38a80078704
1bc6365d-f855-4f72-ac54-d343212a2014	TCGA-AF-A56N-01A	TCGA-AF-A56N	ea125ffd-7776-49bc-bf73-47a3edcc81bd.FPKM.txt.gz	94b1feda-87a1-4566-958d-b968f190ab06
0c55b3b3-4008-4dbe-9a6a-bd0a5e13feae	TCGA-AH-6644-01A	TCGA-AH-6644	5f3a025d-0777-49a5-b2bb-750587635b50.FPKM.txt.gz	a562a411-2e1a-46d2-bdce-99a0fa5dd0fb
4322301d-24aa-4a69-b3b8-b694733e136f	TCGA-AF-3400-11A	TCGA-AF-3400	cbed723d-d16e-41df-bb92-3bebbbf638ec.FPKM-UQ.txt.gz	88c2d611-85d5-474c-b960-55a6a7861d89
021bd9eb-be6d-4493-8b45-11946e45b43f	TCGA-DY-A1H8-01A	TCGA-DY-A1H8	d1568c45-efd0-4f11-85f3-4df20837c6ad.htseq.counts.gz	a8f5011b-c4ca-4861-ac4d-4a6bc2307d86
e00ba2f0-aa08-4fe7-8868-59affd52eec5	TCGA-AA-3520-01A	TCGA-AA-3520	96f97dd0-3c7a-4a8c-a165-9ab14c9fcef6.htseq.counts.gz	30110693-1f69-4030-bcde-4328a0a4e6b1
445d5e8c-db8d-44f4-b3d0-d1857cb2ef48	TCGA-CM-5860-01A	TCGA-CM-5860	6f4f4e5d-d81e-402e-859f-3ee580a8bbde.FPKM-UQ.txt.gz	3dde616c-a6a9-4c6f-8dfa-37b0a8c03991
59a3ebb6-0bc0-4790-99bf-3caf74cb5c6e	TCGA-CM-5349-01A	TCGA-CM-5349	ca75e00b-f5e2-4904-a53b-36a1314e8e86.htseq.counts.gz	dc0e73f1-f148-4df1-b4b8-b98acb317938
bbb4b282-5414-4929-a9f6-08b733d14fa7	TCGA-F4-6569-01A	TCGA-F4-6569	d7b9a594-2898-446b-a234-60f8ca8064a0.FPKM-UQ.txt.gz	de14a00a-5e70-44f5-8ad6-b77efeea735a
6c4dbbe4-7f58-4de2-9aaf-a6d87170870a	TCGA-A6-5662-11A	TCGA-A6-5662	f1fcd165-ddbc-44b8-b062-ae5199c53cba.htseq.counts.gz	def07c32-2609-4dc0-bc70-49e4ea9fc60c
115e6be9-dd9a-4137-8a5c-821ff7860a8f	TCGA-F4-6461-01A	TCGA-F4-6461	2d5fbcf8-4347-4787-b04d-e84c88316776.FPKM-UQ.txt.gz	9c2768dd-3a75-4b25-843d-33ba82f6c5df
b0a269f6-ecea-4239-89f6-e9128d76ccb0	TCGA-AA-3511-11A	TCGA-AA-3511	18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM-UQ.txt.gz	a96ceaa2-b5a0-4855-a2d9-a7f1f34d012e
08003f93-05c8-40ed-95dc-16abf83b1e43	TCGA-AD-6963-01A	TCGA-AD-6963	ddc5dfb2-e7e4-4159-930e-120c7d2a8640.FPKM.txt.gz	9a0b6c46-3cb1-4b71-a708-c7a013d03e8f
ec9fc2bb-859d-4a11-8a12-e109075eff8c	TCGA-A6-2684-01C	TCGA-A6-2684	29dab10a-a0a0-4dbd-b574-97c22b70a3f1.FPKM.txt.gz	99000a63-24f0-49ef-81a3-c7fe52397444
c281d8eb-0aaf-409c-b8d1-5681c8dc27be	TCGA-D5-6927-01A	TCGA-D5-6927	789db3c8-c5cd-428d-aaef-e3f60c40bc9a.FPKM-UQ.txt.gz	2604903c-4af0-4172-84a6-335e1e662acf
e7390b8c-fc12-43f1-8c94-f5daf0d186f7	TCGA-CM-5862-01A	TCGA-CM-5862	27af8811-03a1-43e5-8a42-8acf158e3e13.FPKM.txt.gz	cbd9eff3-00c9-4f49-80d1-a74bdd573943
00624b80-d2e0-4669-bf09-3e12be601e2d	TCGA-AH-6897-01A	TCGA-AH-6897	88439d95-9798-401a-a8c6-da6d529b180f.FPKM.txt.gz	a008706f-f314-4f2a-8e5e-0625f66c1864
086f3f8f-1ad5-4d44-805b-fa029ec916c5	TCGA-DC-6683-01A	TCGA-DC-6683	a95832f5-fbd1-482c-951d-8bb37fa02a4c.htseq.counts.gz	486a9416-2523-4d78-a2a3-19be06d66052
dbfd6ef5-8072-4462-82b4-280a0b658323	TCGA-G5-6233-01A	TCGA-G5-6233	bbd48dd3-0d7c-45ee-8ce2-ff359e6d1234.htseq.counts.gz	ef1aebd7-cf03-4d74-897a-e945166ef08f
eddf9f22-bad7-4563-915c-99e2405fb79c	TCGA-DC-6157-01A	TCGA-DC-6157	c74bce4e-18cd-42af-ae4c-9bb423efa9f9.FPKM.txt.gz	4ff9e5b5-a217-439e-a044-320c7fad6c7e
f3b63187-eeba-40e4-b630-d5b534037b33	TCGA-EI-6506-01A	TCGA-EI-6506	857c670d-8322-4648-a3de-8279a9d015b7.FPKM-UQ.txt.gz	442fcba7-8d6c-4a67-8723-543353f8e5fa
833678a6-4723-4a28-9470-d3d94f169828	TCGA-AF-2689-11A	TCGA-AF-2689	f0a04747-87cb-4c5f-9916-3651b633189a.FPKM-UQ.txt.gz	6fd06f02-0dac-46a9-9c19-1ceeff8e4382
949da28b-f59c-4a7a-aec1-a2581588121b	TCGA-F5-6571-01A	TCGA-F5-6571	09d6c070-3a3a-4e47-b7e1-0c220266efaf.FPKM-UQ.txt.gz	a06acad7-8ff3-4a6f-b5a8-475c17dc60af
086f3f8f-1ad5-4d44-805b-fa029ec916c5	TCGA-DC-6683-01A	TCGA-DC-6683	a95832f5-fbd1-482c-951d-8bb37fa02a4c.FPKM.txt.gz	ac8dbd5d-3591-42a5-ae28-734e80ef23fb
769636c2-faba-47fe-b2a0-c95693252d06	TCGA-AF-2690-01A	TCGA-AF-2690	6d0133ed-95f5-4338-b7fa-f1fd9b1de7f0.FPKM.txt.gz	3f30f5ec-67ea-439a-a619-b01e08979cfd
5f481013-8a19-4a85-9426-874f21cf2bf8	TCGA-A6-5665-11A	TCGA-A6-5665	f5c9ea63-ff66-441a-9a6b-055fdcd7cae9.FPKM-UQ.txt.gz	87a835a1-3483-4eef-bf37-34525c8ae19a
40dd997d-cfdf-46f9-9c0a-f238b8d6f758	TCGA-G4-6320-01A	TCGA-G4-6320	3381f3a8-9040-4ea7-bb84-76a043f5d6b0.FPKM.txt.gz	ee39b41c-3969-4d71-b1f9-dfcce52d36f9
afc8d98d-6e58-461b-b771-c86486f9f012	TCGA-DM-A28M-01A	TCGA-DM-A28M	99b6e196-2624-48bd-8922-d7c3af7e0d36.FPKM.txt.gz	05599339-5e87-48d2-9aef-464af5044b21
73b6994e-c9bf-41a8-a455-17d7be309a9f	TCGA-A6-2684-01A	TCGA-A6-2684	c14f98e2-8e9b-49f4-a244-3d06c6cb7126.htseq.counts.gz	a74bbce0-7f3d-434e-b294-7fa45e5b3a60
40b2b04e-371d-42ef-905e-5b9006384a65	TCGA-DM-A1HB-01A	TCGA-DM-A1HB	7bb97da8-8db8-4f9b-a9ff-54b644019412.FPKM.txt.gz	2cabc42b-4586-424f-9383-7a7d201988a5
afc23299-5975-4ed8-b9f1-7b8fef14384b	TCGA-CK-5913-01A	TCGA-CK-5913	81a64df9-c073-4097-ba73-896396da3135.FPKM-UQ.txt.gz	28bef841-22bd-46fb-9d9a-87d21e963a89
c95acbd6-8dd8-49f7-8c0e-8c2aa4f3a72c	TCGA-AZ-6605-01A	TCGA-AZ-6605	5d362da1-aee5-403a-a16c-97d7d7b9d219.FPKM-UQ.txt.gz	57d3abc7-5afd-408b-bade-15f6e4e54574
85bc1581-8801-418b-9b87-51ffee59759a	TCGA-F5-6464-01A	TCGA-F5-6464	55a551cb-4099-49c6-bed4-b7e09ed288f9.FPKM.txt.gz	59dcf90b-5e9b-4d35-91a3-a6d082923d12
67bc5b38-aefe-4b32-9cac-f515b8d028eb	TCGA-EI-6513-01A	TCGA-EI-6513	3e3c165d-8276-441e-a2db-42f4bee94b3d.FPKM-UQ.txt.gz	2e918599-1fb5-41fa-802e-78ac3d78ad36
9c11c1d9-288d-4928-8d0d-aefbf063bc3d	TCGA-DC-4749-01A	TCGA-DC-4749	15bb9c50-e4bb-4433-a9dd-32ddd6536b49.FPKM.txt.gz	601d2894-066e-4d2a-a56b-c93694984f16
0dca5efd-2f6f-438c-acdb-9bf0a704c53a	TCGA-AH-6643-11A	TCGA-AH-6643	bc3a0b4e-47b3-4afa-b730-1f316eb4f783.htseq.counts.gz	2c4a8992-452b-4e11-bac3-74e9fe1a3aac
dc3bba29-fb7b-4eeb-af14-79842a2c67ab	TCGA-F5-6702-01A	TCGA-F5-6702	b2d608b9-9bb1-4261-8d44-295f3e5c9774.FPKM-UQ.txt.gz	dc8f78ab-6490-4cd7-a212-8e0c2f40605b
0c931d36-e5d4-4953-a627-20c8fa99e43a	TCGA-AH-6643-01A	TCGA-AH-6643	73ec7da0-133a-4ce6-8035-213ab55fb923.FPKM-UQ.txt.gz	30c99b66-b860-4e1c-889e-a3c84ca7290b
801b8d05-2d29-4f8c-8d8d-634b2e21b867	TCGA-G4-6307-01A	TCGA-G4-6307	eb799eef-5506-4935-9649-c543a1d1bbd5.htseq.counts.gz	4959d63f-248f-4975-8bca-7f9add59f085
9ca7e5df-f832-435f-842e-4be86c01a554	TCGA-AA-A01Z-01A	TCGA-AA-A01Z	9556ee31-e56f-4611-9d37-2b4d19841d15.FPKM-UQ.txt.gz	5124bd4f-d5c1-4c19-a9d7-e468ae36d379
a8635b10-cbf2-461b-b459-e82e2aec4589	TCGA-A6-6780-01A	TCGA-A6-6780	d0ff575f-1259-4a78-b74c-16e48a7d4e38.FPKM-UQ.txt.gz	66321bb9-74c6-4452-9530-d0f68d2bba97
ec60d3a7-14ff-4171-9d46-a2b6f898c5f1	TCGA-G4-6295-01A	TCGA-G4-6295	1d975006-4e14-4f2c-be5f-e09f58790d62.FPKM.txt.gz	b840473e-e137-49eb-ae8b-0a677cc0fb84
f4271689-b9a3-4493-9be0-3cb059e626a7	TCGA-NH-A6GB-01A	TCGA-NH-A6GB	075a759b-21e0-4cab-a6b2-c5d65f7ccdbc.FPKM-UQ.txt.gz	1b859df7-dc30-4733-a811-a63dc6a0a111
87ffeaea-93d7-4c88-85b9-b1b29b7f8e1d	TCGA-AY-6386-01A	TCGA-AY-6386	c182c07a-224c-44b5-bf0e-9bcfaa33ecc1.FPKM-UQ.txt.gz	0e46660d-7d79-4555-a6c9-ccbfa38476bf
81505915-6c01-4299-ae89-964dc20d93cb	TCGA-A6-2671-01A	TCGA-A6-2671	d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM.txt.gz	b4082470-7ad4-45d9-bf35-256e3dcd5576
615fdee9-637e-45c6-8909-36b9201a8eb7	TCGA-A6-A566-01A	TCGA-A6-A566	f3895ae4-1228-49b3-9342-3c3b86cb5243.htseq.counts.gz	b045ee79-82a6-4636-a875-1a58603d89ff
1c565c5a-8254-48bc-9b88-c582bfc15204	TCGA-D5-6539-01A	TCGA-D5-6539	33188748-30a2-41f2-bf42-69da0f011e71.FPKM-UQ.txt.gz	1a64a1e7-a267-4f51-967f-80a0df8f98a5
1a4d9d59-b0dc-4045-a832-9089d3bc1d52	TCGA-CA-5796-01A	TCGA-CA-5796	31cf7af3-5576-4201-912d-5948fa2c0296.FPKM-UQ.txt.gz	55ff566b-5a88-4573-b7fd-5662e8393af8
5f6cb74f-1d92-4ea4-92e1-ed23f83649fe	TCGA-AY-A8YK-01A	TCGA-AY-A8YK	0ee26933-679d-4e84-ab56-6b9581e5dbfd.htseq.counts.gz	b0d817dc-6519-41e7-9868-e72e8b616ca1
d67fc406-7974-433e-896d-57197eced52b	TCGA-A6-6141-01A	TCGA-A6-6141	c41b924e-d405-4501-a981-1c04d70a841e.FPKM.txt.gz	9f8a8477-2965-4e90-bd89-18fee25a14fa
f4271689-b9a3-4493-9be0-3cb059e626a7	TCGA-NH-A6GB-01A	TCGA-NH-A6GB	075a759b-21e0-4cab-a6b2-c5d65f7ccdbc.htseq.counts.gz	1100e746-ee79-4790-ac8f-b6a7db94f0a5
1a8e2409-ca0b-4b53-8d28-df63f7942722	TCGA-D5-6898-01A	TCGA-D5-6898	f96e90ca-9211-420e-a75f-5f30b67d2d95.htseq.counts.gz	0774f707-98a3-42d3-94cf-5a5591c1fec9
1f464f7c-dc4d-4dc2-8623-55233b9f994d	TCGA-AU-3779-01A	TCGA-AU-3779	1b563146-6ead-41ba-9117-c9b1c5d4127f.FPKM.txt.gz	846f759a-24bc-4df8-a2d8-0cc7d2805157
0c749ae7-1564-4ade-847f-376d21d1753b	TCGA-CM-6166-01A	TCGA-CM-6166	bef7dd4d-624a-4b35-aab8-bf1c99d3bf01.htseq.counts.gz	1a820946-e521-47dd-a603-3d050a1a1399
a20f4cc7-2b64-415a-8cdc-26d575a2299f	TCGA-EF-5831-01A	TCGA-EF-5831	0ca66651-4965-4874-8d64-f9b90db6f80a.htseq.counts.gz	045cf700-b495-4240-bd2d-8e796e657e32
3ca7589a-e887-4da2-8d59-19fe5963ac21	TCGA-AF-2692-01A	TCGA-AF-2692	3141820b-ef93-421e-b2dc-aef412eed11a.FPKM-UQ.txt.gz	adaa8969-6202-4476-a012-b6a256dcfcab
bc23a250-1da9-4bee-8bef-bbc40eb538f7	TCGA-EI-6507-01A	TCGA-EI-6507	f540b52c-0fab-4764-8fc0-baf98f36d875.htseq.counts.gz	aff7617d-c5a0-434f-bde9-93dcfdaa8c9d
c24759f8-566b-42da-a26d-bb0bf51ee15f	TCGA-A6-2683-01A	TCGA-A6-2683	d334512c-d092-459a-aab7-a3a0e281d9d4.htseq.counts.gz	744f8589-a640-45bc-9036-b818d49643f7
7ab37803-051a-4731-8d63-201f0400d435	TCGA-A6-6140-01A	TCGA-A6-6140	9bf28651-4429-4fe5-9e9e-dda3a2aaa221.htseq.counts.gz	b200872e-2a18-4d56-a291-b7c61e780c8c
8365e423-d76a-4903-a90d-5332e019ee7c	TCGA-A6-2685-11A	TCGA-A6-2685	70f99dbf-42bc-439c-b562-c51b8e54234e.FPKM.txt.gz	d7dca648-0742-43ce-b25f-315d679ba0cb
b2c1658b-a03b-415c-b460-d316a7ef0a9b	TCGA-NH-A8F7-06A	TCGA-NH-A8F7	82e00e45-734c-471f-ba97-79ec3b7e0baa.FPKM-UQ.txt.gz	7f0c0269-63b3-47df-8d7a-bb088956df8a
36dc518c-51ab-4d12-aa25-27e60646a125	TCGA-F5-6861-01A	TCGA-F5-6861	9ebbd3cb-b585-4c90-8e34-f42e22b97c08.FPKM.txt.gz	eadc349d-eeef-4d5f-95de-3d3ea102fc2e
1bc0790d-1383-43a2-920a-ae5c7205e518	TCGA-A6-5660-01A	TCGA-A6-5660	e2916399-9c6c-4d75-a22d-b180ea174644.FPKM-UQ.txt.gz	7db1ebbd-5f78-4446-a44d-4651383c24af
f5acd8b8-32c4-4f3c-aacd-259f8e1fdfee	TCGA-DM-A28G-01A	TCGA-DM-A28G	ec78640c-f4de-4d18-bf7c-9e5391feb915.FPKM.txt.gz	4d744a1f-e857-45c6-b607-ecfd6e33d5b5
8824fcd3-242a-47a9-933e-632d5531bd6c	TCGA-AD-5900-01A	TCGA-AD-5900	3963e642-4d9f-47a1-bf0e-83462bcb7b13.FPKM.txt.gz	7f1c218d-de13-4ce9-865e-1fe1628c1683
0ad869d1-24d5-412b-8058-154b97a65853	TCGA-CK-4948-01B	TCGA-CK-4948	2a2b0e0f-d54a-4902-8778-500364fcc0c5.FPKM.txt.gz	63a9c62e-9c98-4d07-a24f-61d0ab385c0e
7bbba7d3-c921-4063-8a82-3496aa6b89d5	TCGA-A6-5659-01A	TCGA-A6-5659	11d08d8f-beea-4b57-a9cd-2f957a391360.htseq.counts.gz	a78806b2-44fe-4a2f-8b84-08ad54538342
a3d5af60-a1f3-4345-ace3-c000367aecc0	TCGA-D5-6926-01A	TCGA-D5-6926	a58a7a42-4dda-46cc-a9ec-4a3ca597d972.FPKM-UQ.txt.gz	df462fc7-fd49-499b-be96-9d987d295397
5b04ee05-9488-4141-9178-fb0a101492bd	TCGA-CM-6679-01A	TCGA-CM-6679	5654a36c-4d18-4746-8a4c-b7b616f99481.FPKM-UQ.txt.gz	fd3a621e-41df-4ec0-b8ef-46a0e457579e
e0766706-baf6-4009-833e-6c3b0b9543ce	TCGA-DM-A280-01A	TCGA-DM-A280	b4569515-17c7-4029-9c84-52aa7e1a7d2a.FPKM.txt.gz	8bd7b0b6-651c-4588-9d8f-0215075c0c87
08c83da9-c037-464b-a68a-9df6e89ed861	TCGA-A6-4105-01A	TCGA-A6-4105	fabefb10-5546-4017-8ea1-29982a10fb3c.htseq.counts.gz	91991ecf-cc54-4110-8a4e-9236bf8aa072
95601410-9608-4dda-ba3f-462be0e8c35f	TCGA-QG-A5Z1-01A	TCGA-QG-A5Z1	dfeb2d54-28da-4521-b488-bdac246bb59b.FPKM.txt.gz	d27fc6ac-18e5-4315-a783-4396b88e0f51
df310e3e-d633-4f03-af1c-861e453e22cc	TCGA-G4-6628-01A	TCGA-G4-6628	bb8a0f58-11e6-49dd-bdeb-0b7eb2fb05fc.FPKM-UQ.txt.gz	1d52b176-dcaf-41a0-b67e-b1b52f754210
0152ba53-d53b-4ec8-a256-3dcad8e8d2a3	TCGA-D5-6922-01A	TCGA-D5-6922	32a115cf-570f-4ad9-a123-8e1970062f51.htseq.counts.gz	47aceec1-a01d-419f-9689-c46284c79bcb
9a47edc3-2e19-4dc3-ab50-2b549807d6c2	TCGA-AA-3712-11A	TCGA-AA-3712	dd9a3ab6-6c93-4b47-9b4e-62e56767054b.FPKM-UQ.txt.gz	8f937f81-fc0f-4b3f-9b61-fd957e5c6bcc
b0a269f6-ecea-4239-89f6-e9128d76ccb0	TCGA-AA-3511-11A	TCGA-AA-3511	18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM.txt.gz	32aa0b5c-025c-44fb-8a87-953ad377027c
67bc5b38-aefe-4b32-9cac-f515b8d028eb	TCGA-EI-6513-01A	TCGA-EI-6513	3e3c165d-8276-441e-a2db-42f4bee94b3d.FPKM.txt.gz	1ebe16e2-c465-4859-968d-0a7db0c8485b
bd1b094f-a681-42de-8a95-63f7e41b087f	TCGA-AF-A56K-01A	TCGA-AF-A56K	de2302aa-2199-4009-9b0a-9622f1870efc.FPKM-UQ.txt.gz	a2430a58-7ad2-4587-a16a-0f13b91febe3
0cc81cab-71a5-4538-88b9-6a2d631aac88	TCGA-AG-4021-01A	TCGA-AG-4021	40349596-c455-41e5-b633-aa858711fc40.FPKM.txt.gz	824f28db-845c-477c-b24b-1bb9734d23d0
815ffaae-31a8-4064-b51a-17123a21e9e6	TCGA-EF-5830-01A	TCGA-EF-5830	801ee025-dd5a-473d-b78a-521fad06cdfd.FPKM.txt.gz	e45f6a57-aa2c-4d53-8e61-315506e9c86d
4c0730f5-6307-4396-8038-2aa6d0119aab	TCGA-AG-3725-11A	TCGA-AG-3725	cead40ee-a5f8-4ce8-8273-bb8daedf0d5b.FPKM-UQ.txt.gz	9299ca8c-b1e1-45f6-a86e-3cd07e917992
7d09399d-0438-46dc-96b3-42a994de097c	TCGA-CL-4957-01A	TCGA-CL-4957	72266228-0a2b-4dad-adf2-d4f34c0b7804.FPKM.txt.gz	dc31eaaf-07a3-4d42-abfa-7ce9937903a7
73204a53-c4bb-40f0-b749-454ae3df6238	TCGA-AF-2692-11A	TCGA-AF-2692	9dda581a-610f-44c2-948b-552389022676.FPKM.txt.gz	d4436d1b-d40f-4925-bd9d-a2e1fb37eada
c7368047-e3be-43af-8d70-9df452a4813c	TCGA-BM-6198-01A	TCGA-BM-6198	e8b1d97a-2c30-4a18-adb1-15789d187dc3.FPKM.txt.gz	53cbcd7c-941a-4dcf-ae4d-7aea8e28b281
8809627b-7951-48db-9c09-63376a920e33	TCGA-F5-6864-01A	TCGA-F5-6864	3532257b-4596-490b-815d-447fb35dfbd9.htseq.counts.gz	b6799182-7435-4f67-8909-ae1af0043624
5fd9a8c3-bfa3-409c-90c7-639b175da5fa	TCGA-AF-6136-01A	TCGA-AF-6136	81ff320c-7e34-4388-a7c8-f27dd5a29301.htseq.counts.gz	1e906b12-18b4-4ace-bcbd-dcf46a4612d6
c259d845-9334-41cb-8073-407e9092d15c	TCGA-EI-6883-01A	TCGA-EI-6883	4f080b05-8ba3-41ee-8bc7-93109d675b70.htseq.counts.gz	f0ca2e8b-bd3b-49d6-b427-2c1a31461dd7
886b2c81-1632-4a0c-a3ad-9a5888870d09	TCGA-AH-6547-01A	TCGA-AH-6547	d763f554-984b-46af-8ed8-0b27443ba5a6.FPKM-UQ.txt.gz	c1617e5b-3858-4bab-9040-f78a4f68cb7e
f966f099-e31a-4d9f-aa1a-857fed5682c0	TCGA-AF-2691-11A	TCGA-AF-2691	d3c8e944-b95d-4e64-a3c8-5abe77e6b992.FPKM.txt.gz	d1fead89-31bd-4dd1-8070-069f808a2087
582f2b5d-ed8e-4f78-b116-76ec00bee2d4	TCGA-F4-6808-01A	TCGA-F4-6808	acf69ad9-4284-4fba-854d-4f792818bdfe.FPKM-UQ.txt.gz	d34da227-907c-4220-88f4-59022b9901a0
bc23a250-1da9-4bee-8bef-bbc40eb538f7	TCGA-EI-6507-01A	TCGA-EI-6507	f540b52c-0fab-4764-8fc0-baf98f36d875.FPKM.txt.gz	854a7352-0333-4aa5-92f9-6f155ed5a5a7
a1820aec-061f-4bee-b8c6-ae404fdf15cd	TCGA-AF-2693-01A	TCGA-AF-2693	4c1b7730-cae3-4ec8-91e5-0ee2bc8080b5.FPKM-UQ.txt.gz	fb85c9ee-06ab-483b-9563-2eca07b5ff0c
886b2c81-1632-4a0c-a3ad-9a5888870d09	TCGA-AH-6547-01A	TCGA-AH-6547	d763f554-984b-46af-8ed8-0b27443ba5a6.htseq.counts.gz	8540e56c-0a8a-4142-b20c-54c9a07bebc7
019736e0-3672-4aa7-a00d-891bdd1f7f5c	TCGA-G4-6309-01A	TCGA-G4-6309	d64dbed4-65e5-4a19-ac6b-d8e7a06169da.FPKM-UQ.txt.gz	79c4dd4b-1aa1-4bcf-9914-da7490e6a5f5
9144c7fc-9c78-4b99-814f-4059a11ec33b	TCGA-DM-A0XD-01A	TCGA-DM-A0XD	d5c8759b-0dc1-4057-b9df-c9aa4a6b2a04.FPKM.txt.gz	9e2fe29a-36b0-4ec8-a0b8-7b445de27c08
fdff57a6-2ce6-4b58-9bbe-83c0da7f816c	TCGA-G4-6586-01A	TCGA-G4-6586	08dd2c8c-537f-4d02-a4b8-9c123156f0d4.FPKM-UQ.txt.gz	a5c0bc7c-af52-44e2-bac1-3d2805b81ef1
5049aeb6-44d3-4e4a-ad30-5dc99c903039	TCGA-AA-3526-01A	TCGA-AA-3526	d3085a8c-2850-4e9a-a0d0-7443b14d207b.FPKM-UQ.txt.gz	1ff9a3f8-e29c-4cf9-be6a-98e655209a75
c1a72c32-2588-4d38-a634-ed1868dc9969	TCGA-CM-6169-01A	TCGA-CM-6169	65ec87f8-ca6b-4b47-9700-ef1b67589dec.FPKM.txt.gz	02f28747-1fa5-4b3c-b4c6-e2e6d1817537
41a03a2c-133a-4d97-a7a5-f32ff8b2b697	TCGA-AZ-6600-01A	TCGA-AZ-6600	77c07069-2887-470f-a1ba-66e5d038912c.FPKM-UQ.txt.gz	755e9222-dc7a-4523-a6f4-13758d7ee076
